epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2295.45,3.1133,4.22713,2.40346,0.00094,0.10389,0.00031,7e-05,3.19341,4.49791,2.46782,0.000416109,0.000416109,0.000416109
